d,test_loss_orig,test_loss_cp
0,0.04046552857160568,0.039127285343408584
20,0.012335268779098988,0.012358239500224591
40,0.011735066796839238,0.011739545157551766
60,0.011405873610079288,0.011471319207549095
80,0.011244821159541608,0.011361474215984345
100,0.011167051039636135,0.011302830831706525
120,0.011135142360627652,0.011268067932128907
140,0.01095899983048439,0.011024511706829072
160,0.010632326193153858,0.01069730471074581
180,0.010377364027500153,0.010427393758296967
200,0.01015899717360735,0.010178260576725006
220,0.009949830661714077,0.009968274684250355
240,0.00977349037528038,0.00978488476574421
260,0.00960627135783434,0.009589901506900787
280,0.009467898513376713,0.009436241714656353
300,0.009353972753882408,0.009306055700778961
320,0.009239124323427677,0.009192596124112606
340,0.009151276656985284,0.009080343608558177
360,0.00906112961024046,0.009004576142132282
380,0.00898446309864521,0.008927964815497399
400,0.008915012434124946,0.008861426581442356
420,0.008844671070575714,0.008793784491717815
440,0.008787801079452038,0.008735677422583103
460,0.008724006594717502,0.00868092590123415
480,0.008687460100650787,0.008628689704835414
500,0.008631116990745067,0.008580462266504765
520,0.008582411512732506,0.008548147258162499
540,0.008545227801799775,0.008496429212391377
560,0.008492301835119724,0.00845342448949814
580,0.008446184250712394,0.0084136550411582
600,0.008399831809103489,0.008369316171109677
620,0.00836159675270319,0.008338501589000225
640,0.008302686630189418,0.00829858922958374
660,0.008258258295059204,0.008256915007531642
680,0.008214945228397847,0.008221159547567367
700,0.008159730598330498,0.00818194788247347
720,0.008120856130123139,0.008137642896175384
740,0.00807625281959772,0.008083816753327847
760,0.008038584481179714,0.008053808303177357
780,0.007990016806125641,0.00801378668397665
800,0.007948590859770776,0.00798156508654356
820,0.00790420205295086,0.007939528454840182
840,0.007876720175147057,0.00789918096959591
860,0.007838100661337376,0.007869433344900608
880,0.00779807139635086,0.00783087933063507
900,0.007761004102230072,0.00779671455770731
920,0.0077190009266138076,0.0077591582223773
940,0.007689692911505699,0.007720257917046547
960,0.007654385210573674,0.007692436319589615
980,0.007620265081524849,0.007658545984327793
1000,0.007587826395779848,0.007625783897936344
1020,0.007551852369308471,0.007587718090415001
1040,0.007520850068330765,0.0075487742587924
1060,0.007487603023648262,0.007515217992663383
1080,0.0074537685669958595,0.0074828554578125475
1100,0.0074179348513484,0.007438280322402716
1120,0.007382795145362615,0.007400804830342531
1140,0.007349828010797501,0.007368304942548275
1160,0.0073202690802514556,0.007330373615771532
1180,0.007297219734638929,0.0073039241746068
1200,0.007280156236886978,0.007280842971801758
1220,0.007268471931666136,0.007268788030743599
1240,0.00726469459682703,0.007264585611224174
1260,0.0072678165197372436,0.007265315887331963
1280,0.007273888259381056,0.007275199013203382
1300,0.007284043070673943,0.007283509296923876
1320,0.007290865252912044,0.007298379426449537
1340,0.007297087722271681,0.007306681223958731
1360,0.007296512008458376,0.007314886090159416
1380,0.00729672634601593,0.007317813640832901
1400,0.007293364910781384,0.00731989417001605
1420,0.00728393035158515,0.007310433057695627
1440,0.007271511337161064,0.007298232334852219
1460,0.007255256013572216,0.007279178169369698
1480,0.007230736845731735,0.007255695775896311
1500,0.007204793170839548,0.0072303864471614365
1520,0.0071765960022807124,0.007201609017699957
1540,0.0071496018700301645,0.0071738542519509795
1560,0.0071258723244071,0.007150510764122009
1580,0.007105623203516006,0.007133170457929373
1600,0.007090436241775751,0.007118464714288711
1620,0.007077927882969379,0.007107055616378784
1640,0.0070650060005486015,0.00709497916996479
1660,0.0070525168389081955,0.007082307816296816
1680,0.00704008955731988,0.007067596250027418
1700,0.007026861403137446,0.007053556705266238
1720,0.007014142840355635,0.007038040442764759
1740,0.007001249995827675,0.007022784806042909
1760,0.0069889986202120785,0.007007946470379829
1780,0.006976800209283829,0.006993604806810617
1800,0.00696464152187109,0.0069806331075727935
1820,0.006953558331727981,0.0069686033517122265
1840,0.006944287373125553,0.006958878336846828
1860,0.0069375200472772125,0.006952420208603143
1880,0.0069337408810853955,0.006948704288899899
1900,0.006932191772758961,0.006946924711763859
1920,0.006932505748420954,0.006946980626136064
1940,0.006932897460460663,0.006947287969291211
1960,0.006932743474841118,0.006947057939320803
1980,0.0069328146375715735,0.006947063213586807
2000,0.0069329188786447045,0.0069471448466181755
