epoch,train_loss_orig,test_loss_orig,train_loss_cp,test_loss_cp,train_loss_naive,test_loss_naive
0,2.039625406265259,0.9808850288391113,2.2027549743652344,0.9808850288391113,2.0527379512786865,0.9808850288391113
1,1.4948341846466064,0.8148356676101685,2.016839027404785,0.8171018958091736,1.9299203157424927,0.8203462362289429
2,1.6027076244354248,0.672099769115448,1.885859727859497,0.6725602746009827,1.5430803298950195,0.6781578660011292
3,1.6067659854888916,0.5503363013267517,1.7253000736236572,0.5497080683708191,1.3619647026062012,0.5603587031364441
4,1.788922667503357,0.449849933385849,1.5269153118133545,0.44738805294036865,1.3642569780349731,0.45865947008132935
5,1.4464821815490723,0.3676462769508362,1.2919471263885498,0.36847633123397827,1.3608059883117676,0.3766722083091736
6,1.590919017791748,0.3001372516155243,1.1533541679382324,0.2993756830692291,1.2910524606704712,0.3099822700023651
7,1.2973331212997437,0.24724221229553223,1.1328463554382324,0.24511627852916718,1.330783724784851,0.25374895334243774
8,1.3370707035064697,0.2020242065191269,1.0842381715774536,0.201266810297966,1.4377896785736084,0.2072019726037979
9,1.2807250022888184,0.16741661727428436,0.9972432851791382,0.16662561893463135,1.1427876949310303,0.17050030827522278
10,1.0126432180404663,0.13851860165596008,1.3044357299804688,0.13876838982105255,1.381258487701416,0.1421908438205719
11,1.374355435371399,0.11634072661399841,1.0316886901855469,0.11577732115983963,1.0569034814834595,0.11961600184440613
12,1.2956416606903076,0.09870518743991852,1.0633519887924194,0.09745742380619049,1.0717793703079224,0.10067923367023468
13,1.1872185468673706,0.08448241651058197,1.0315274000167847,0.08414828777313232,0.9861568212509155,0.08607644587755203
14,1.063300371170044,0.07310987263917923,1.0058656930923462,0.07375293225049973,1.045107126235962,0.07456053048372269
15,0.8873510360717773,0.06498484313488007,0.9599906206130981,0.06555288285017014,1.0681426525115967,0.06643505394458771
16,1.1584810018539429,0.058474257588386536,1.0877723693847656,0.05867890641093254,0.9974230527877808,0.0596022792160511
17,0.9855420589447021,0.05306106433272362,1.1448400020599365,0.05340750142931938,0.9693599939346313,0.05443737655878067
18,1.1202219724655151,0.04910576343536377,1.0735502243041992,0.04969564080238342,1.0777459144592285,0.05021708458662033
19,1.1842420101165771,0.04614761471748352,1.1481475830078125,0.04671230912208557,1.1420562267303467,0.04759639874100685
20,1.1514023542404175,0.044099289923906326,0.881405770778656,0.04421442002058029,1.1031287908554077,0.045372456312179565
21,1.3057323694229126,0.042614780366420746,0.9064760804176331,0.04265700280666351,1.0585780143737793,0.04394959285855293
22,1.2440787553787231,0.04162508621811867,1.0099724531173706,0.041608959436416626,0.9558372497558594,0.04300603270530701
23,1.2352169752120972,0.041075870394706726,1.0674610137939453,0.0410773940384388,1.0312994718551636,0.04245457798242569
24,1.1018762588500977,0.04084356874227524,0.90251225233078,0.040862470865249634,1.0455219745635986,0.04223485291004181
25,1.1581529378890991,0.0407901257276535,0.8170703649520874,0.040809594094753265,0.8912349939346313,0.042182501405477524
26,1.0927963256835938,0.040781788527965546,0.9006027579307556,0.04080047085881233,1.035479187965393,0.042175017297267914
27,0.9902468919754028,0.04067038744688034,0.9993413686752319,0.04069165885448456,1.0563905239105225,0.04206574708223343
28,1.0905665159225464,0.04027737304568291,1.2827563285827637,0.04033384099602699,1.0925483703613281,0.041667044162750244
29,1.3347408771514893,0.03949829190969467,1.4195071458816528,0.03958577662706375,1.139387607574463,0.040934134274721146
30,0.9941657185554504,0.03812806308269501,0.8257258534431458,0.03828221186995506,1.0579779148101807,0.0397208109498024
31,0.9579026699066162,0.036172736436128616,1.1210722923278809,0.03625199571251869,1.054069995880127,0.03781966120004654
32,1.0495051145553589,0.03357061743736267,1.0554639101028442,0.0335981547832489,1.157691240310669,0.035562947392463684
33,0.9877609014511108,0.03043137490749359,0.7503441572189331,0.029900331050157547,0.9519374370574951,0.0322529673576355
34,0.9486976861953735,0.026433803141117096,1.1528352499008179,0.025908220559358597,1.040592908859253,0.028399314731359482
35,1.2216707468032837,0.022644449025392532,0.9397354125976562,0.022084593772888184,1.136960506439209,0.024504579603672028
36,0.8970182538032532,0.0180729441344738,0.9755721092224121,0.018341217190027237,1.0097630023956299,0.0201047845184803
37,1.0546112060546875,0.014000161550939083,1.2371385097503662,0.014603887684643269,1.0991779565811157,0.01640332117676735
38,1.0039700269699097,0.010455003008246422,1.0384646654129028,0.011404597200453281,1.0033364295959473,0.013258260674774647
