d,test_loss_orig,test_loss_cp
0,0.0704439001083374,0.07005573332309722
20,0.011532469475269317,0.011725740753114224
40,0.010397369900345801,0.010627974031865597
60,0.00959736575037241,0.009847502660751344
80,0.009031653293967247,0.00930964108556509
100,0.008653770683705807,0.008959133443236351
120,0.00834720096886158,0.008703230467438698
140,0.008098992611467837,0.008460828998684883
160,0.00786814716309309,0.008219215002655983
180,0.0076951203837990765,0.008093859666585922
200,0.007599195957183838,0.008063452957570553
220,0.007564645205438137,0.008109999911487102
240,0.007564507520198822,0.008169081531465054
260,0.007552638185024261,0.008231905975937844
280,0.007576547409594059,0.00827474801391363
300,0.0075740926310420035,0.008232843840122224
320,0.007564485956728459,0.008201901280879975
340,0.007526609289646148,0.00818664088845253
360,0.007487617206573486,0.008125456920266151
380,0.0074514168448746206,0.008106723733246326
400,0.0074060671277344226,0.008080596853792667
420,0.007361737366020679,0.008027431508898735
440,0.007334182494878769,0.008005976821482182
460,0.007312314510345459,0.007953900292515755
480,0.007293022512644529,0.007926262691617012
500,0.007271192532032728,0.007903282617032529
520,0.007244208410382271,0.007881779219210149
540,0.007230783457309008,0.007845418365299702
560,0.007212994097173214,0.007821001352369785
580,0.007201006990671158,0.007807154761254788
600,0.007174192028492689,0.007760481742024422
620,0.0071585070088505745,0.007740863268077373
640,0.007141076472401619,0.007736088825762272
660,0.00712920124605298,0.007699006304144859
680,0.007097835806757212,0.007674015338718891
700,0.007084800743311644,0.007669372370839119
720,0.00706023034453392,0.007604574219882488
740,0.007049466852843762,0.007578666579723358
760,0.0070205146074295045,0.007570331373810768
780,0.006984765770286321,0.0075398610904812815
800,0.006970246735960245,0.007507276502251625
820,0.0069222521834075455,0.007455798509716988
840,0.00691361194178462,0.0074225469402968884
860,0.006870764712244272,0.007388453584164381
880,0.006841182530671358,0.007336657828837633
900,0.006792023475468159,0.007278998989611864
920,0.006750623337179422,0.007237988875806332
940,0.006703962345421314,0.007187976506352425
960,0.006651612805575132,0.007137946060299874
980,0.006600573629885912,0.007075759509950876
1000,0.006553904396295548,0.007025191571563482
1020,0.00650129266679287,0.00697768094688654
1040,0.006440518978238106,0.00692288825288415
1060,0.0063835331991314885,0.00687508959248662
1080,0.006333537919074297,0.006819361975044012
1100,0.006281326980143786,0.0067790277428925036
1120,0.006229765877872705,0.006733879173547029
1140,0.0061764308653771876,0.0066856627784669396
1160,0.006127263189852238,0.006649688471853733
1180,0.006081840432435274,0.006600692290812731
1200,0.006035591179132461,0.006555514426529407
1220,0.005983566201478243,0.006501035635173321
1240,0.005934027130156756,0.0064458338648080826
1260,0.005877440883219242,0.006395181053131819
1280,0.0058178241662681105,0.006343683210760355
1300,0.005754519722610712,0.006296891689300537
1320,0.00569776719585061,0.0062560659155249596
1340,0.005644362896680832,0.006230575996637344
1360,0.0056023976676166055,0.006218699207901955
1380,0.00557597938850522,0.006217657573521137
1400,0.005563308219611645,0.006217882942408323
1420,0.005563460701704025,0.006231887632608414
1440,0.005569676131010055,0.006241816425323486
1460,0.005580793684720993,0.0062488463960587975
1480,0.005590274744480849,0.006252266075462103
1500,0.005596017751842737,0.006250508613884449
1520,0.005596328429877758,0.006238947669416666
1540,0.005590295924991369,0.0062265714533627035
1560,0.005578662057220936,0.006202901721000672
1580,0.00555902860686183,0.006180480387806892
1600,0.005531490614265204,0.006152144790440798
1620,0.005505141239613294,0.006125975757837295
1640,0.005477954152971506,0.006103278105705976
1660,0.00545634284093976,0.006084743456542492
1680,0.005437980385124683,0.0060680898256599905
1700,0.00542183166667819,0.006052556984126568
1720,0.005406843113899231,0.0060367647841572765
1740,0.00539176407456398,0.00602061969563365
1760,0.0053755283936858175,0.006002908027172089
1780,0.005360197447240353,0.005985900644958019
1800,0.0053445303022861485,0.005969728974252939
1820,0.005329160196334124,0.005953916935622692
1840,0.005314223608374595,0.00594022192209959
1860,0.005301140958815813,0.00592908267006278
1880,0.0052924900315701965,0.0059219751745462415
1900,0.005287954300642014,0.005919139395654202
1920,0.005287075641006231,0.00591891004294157
1940,0.005287372583150864,0.005919451948255301
1960,0.005287366098165512,0.005919441219419241
1980,0.005287608402967453,0.005919634198397398
2000,0.005287807514518499,0.005919797436147929
