d,test_loss_orig,test_loss_cp
0,0.029939010739326477,0.029939010739326477
1,0.009649878367781639,0.009649878367781639
2,0.008236557245254517,0.008236557245254517
3,0.007597001269459724,0.007597001269459724
4,0.007239477708935738,0.007239477708935738
5,0.007057454902678728,0.007057454902678728
6,0.006951615680009127,0.006951615680009127
7,0.006913444027304649,0.006913444027304649
8,0.0068937852047383785,0.0068937852047383785
9,0.006889728829264641,0.006889728829264641
10,0.006890615448355675,0.006890615448355675
11,0.006902358960360289,0.006902358960360289
12,0.006900488864630461,0.006900488864630461
13,0.006898653693497181,0.006898653693497181
14,0.006898846477270126,0.006898846477270126
15,0.006906277034431696,0.006906277034431696
16,0.0069118463434278965,0.0069118463434278965
17,0.006917537655681372,0.006917537655681372
18,0.006914658937603235,0.006914658937603235
19,0.006925376132130623,0.006925376132130623
20,0.006930790841579437,0.006930790841579437
21,0.006936086341738701,0.006936086341738701
22,0.006936728488653898,0.006936728488653898
23,0.006929177790880203,0.006929177790880203
24,0.006935461424291134,0.006935461424291134
25,0.006932907737791538,0.006932907737791538
26,0.006924845743924379,0.006924845743924379
27,0.006925620604306459,0.006925620604306459
28,0.00692577613517642,0.00692577613517642
29,0.006922626867890358,0.006922626867890358
30,0.006926046684384346,0.006926046684384346
31,0.006927193608134985,0.006927193608134985
32,0.0069108628667891026,0.0069108628667891026
33,0.0069021922536194324,0.0069021922536194324
34,0.006918208207935095,0.006918208207935095
35,0.00690654618665576,0.00690654618665576
36,0.006894053891301155,0.006894053891301155
37,0.006909640040248632,0.006909640040248632
38,0.00689932843670249,0.00689932843670249
39,0.006888817064464092,0.006888817064464092
40,0.006891249213367701,0.006891249213367701
41,0.006896718870848417,0.006896718870848417
42,0.00688923941925168,0.00688923941925168
43,0.006881345994770527,0.006881345994770527
44,0.006869743578135967,0.006869743578135967
45,0.006873960141092539,0.006873960141092539
46,0.0068651121109724045,0.0068651121109724045
47,0.0068568335846066475,0.0068568335846066475
48,0.006846747826784849,0.006846747826784849
49,0.006840779911726713,0.006840779911726713
50,0.006829256657510996,0.006829256657510996
51,0.006813524290919304,0.006813524290919304
52,0.006800821982324123,0.006800821982324123
53,0.006790095940232277,0.006790095940232277
54,0.006784004624933004,0.006784004624933004
55,0.0067681195214390755,0.0067681195214390755
56,0.006746518425643444,0.006746518425643444
57,0.006732492707669735,0.006732492707669735
58,0.006717878859490156,0.006717878859490156
59,0.006697528064250946,0.006697528064250946
60,0.006679601967334747,0.006679601967334747
61,0.0066660260781645775,0.0066660260781645775
62,0.006647054571658373,0.006647054571658373
63,0.0066283345222473145,0.0066283345222473145
64,0.006614659447222948,0.006614659447222948
65,0.006592125631868839,0.006592125631868839
66,0.0065724607557058334,0.0065724607557058334
67,0.00655328668653965,0.00655328668653965
68,0.0065267132595181465,0.0065267132595181465
69,0.006506206467747688,0.006506206467747688
70,0.006485315039753914,0.006485315039753914
71,0.006463628727942705,0.006463628727942705
72,0.006442572455853224,0.006442572455853224
73,0.006420627236366272,0.006420627236366272
74,0.006403891369700432,0.006403891369700432
75,0.006380568724125624,0.006380568724125624
76,0.00636407220736146,0.00636407220736146
77,0.0063529848121106625,0.0063529848121106625
78,0.006339246407151222,0.006339246407151222
79,0.0063233692198991776,0.0063233692198991776
80,0.006309507880359888,0.006309507880359888
81,0.006299915257841349,0.006299915257841349
82,0.006293127313256264,0.006293127313256264
83,0.0062795719131827354,0.0062795719131827354
84,0.006275927647948265,0.006275927647948265
85,0.006270333658903837,0.006270333658903837
86,0.006257764063775539,0.006257764063775539
87,0.0062528629787266254,0.0062528629787266254
88,0.006250031758099794,0.006250031758099794
89,0.006249655038118362,0.006249655038118362
90,0.006240349728614092,0.006240349728614092
91,0.006240142043679953,0.006240142043679953
92,0.006235129199922085,0.006235129199922085
93,0.006226622499525547,0.006226622499525547
94,0.006223607808351517,0.006223607808351517
95,0.006218204740434885,0.006218204740434885
96,0.006197419483214617,0.006197419483214617
97,0.00619398383423686,0.00619398383423686
98,0.0061874291859567165,0.0061874291859567165
99,0.006181688047945499,0.006181688047945499
100,0.006169494707137346,0.006169494707137346
101,0.006161829922348261,0.006161829922348261
102,0.006157757714390755,0.006157757714390755
103,0.006142565980553627,0.006142565980553627
104,0.006135725881904364,0.006135725881904364
105,0.00612535048276186,0.00612535048276186
106,0.006112514529377222,0.006112514529377222
107,0.006101514212787151,0.006101514212787151
108,0.006093953736126423,0.006093953736126423
109,0.006081410683691502,0.006081410683691502
110,0.006072774063795805,0.006072774063795805
111,0.006068818271160126,0.006068818271160126
112,0.006051435600966215,0.006051435600966215
113,0.006042602006345987,0.006042602006345987
114,0.006035452242940664,0.006035452242940664
115,0.006029844284057617,0.006029844284057617
116,0.006013874430209398,0.006013874430209398
117,0.006005419418215752,0.006005419418215752
118,0.005994124803692102,0.005994124803692102
119,0.005977783817797899,0.005977783817797899
120,0.005959372967481613,0.005959372967481613
121,0.005945763550698757,0.005945763550698757
122,0.0059355562552809715,0.0059355562552809715
123,0.005912635009735823,0.005912635009735823
124,0.005892717279493809,0.005892717279493809
125,0.005872484762221575,0.005872484762221575
126,0.005854812450706959,0.005854812450706959
127,0.005834399256855249,0.005834399256855249
128,0.0058027589693665504,0.0058027589693665504
129,0.005773741286247969,0.005773741286247969
130,0.0057461378164589405,0.0057461378164589405
131,0.005721793044358492,0.005721793044358492
132,0.005696055479347706,0.005696055479347706
133,0.005662360228598118,0.005662360228598118
134,0.0056302244774997234,0.0056302244774997234
135,0.005600264295935631,0.005600264295935631
136,0.005569420754909515,0.005569420754909515
137,0.005539054982364178,0.005539054982364178
138,0.005512353498488665,0.005512353498488665
139,0.0054843975231051445,0.0054843975231051445
140,0.005458008963614702,0.005458008963614702
141,0.00543156499043107,0.00543156499043107
142,0.005404514726251364,0.005404514726251364
143,0.005371620412915945,0.005371620412915945
144,0.00533973379060626,0.00533973379060626
145,0.005309685133397579,0.005309685133397579
146,0.005282774567604065,0.005282774567604065
147,0.005257556680589914,0.005257556680589914
148,0.005233457777649164,0.005233457777649164
149,0.005211174953728914,0.005211174953728914
150,0.005199910141527653,0.005199910141527653
151,0.005189802031964064,0.005189802031964064
152,0.005179315805435181,0.005179315805435181
153,0.005168868228793144,0.005168868228793144
